name_clean,orbital_period,semi_major_axis,DL,star_mass,mass,method
kepler62c,12.4417,0.0929,368.0,0.69,0.013,Transit
hd163607c,1272.0,2.39,69.0,1.12,2.201,Radial Velocity
1rxsj1317520505845b,151800000.0,5230.0,157.0,0.8,27.1,Imaging
ogle2014blg1722lb,,1.9,6400.0,0.4,0.174,Microlensing
gy141,,,130.0,,20.0,Imaging
hd20003b,11.849,0.0974,43.8,,0.0378,Radial Velocity
kepler1887b,19.94750023,0.1421,1366.18,0.95,,Transit
hd134606ae,4.3203,0.0527,26.5,1.0,0.00736,Radial Velocity
tic156514476b,14.42177,0.12,562.376,1.12,,Transit
hd108874b,395.4,1.051,68.5,1.0,1.36,Radial Velocity
hd142415b,386.3,1.05,34.2,1.09,1.62,Radial Velocity
toi1471b,20.772907,0.1438,62.29,1.022,0.031,Transit
hd51608c,95.87,0.38833,34.8,,0.0521,Radial Velocity
k2153b,7.51574,0.0614,143.6,0.55,,Transit
kepler1722b,9.178569794,0.0819,772.283,0.94,,Transit
kepler615b,10.35584657,,330.0,0.73,,Transit
hd133131ab,649.0,1.44,47.0,0.95,1.43,Radial Velocity
kepler365c,17.784129,0.137,950.0,0.99,,Transit
k2374b,4.521953,0.0494,359.439,1.04,0.01139,Transit
2massj12193128,,,19.0,,49.0,Imaging
kepler444af,9.740486,0.0811,36.48,0.76,,Transit
kepler196d,122.0800018,0.4484,457.26,,,Transit
kepler289b,34.545,0.21,700.0,1.08,0.023,Transit
kepler1340b,0.66502692,,1421.0,1.27,,Transit
soi6b,2.07,,,,,Transit
toi5803b,5.38305,,84.0126,0.87,0.03392,Transit
kepler292e,11.97901,0.097,1087.23,0.88,,Transit
wasp107c,1088.0,,,0.69,0.36,Radial Velocity
kepler172b,2.940309,0.04,848.56,0.86,,Transit
kepler1201b,15.18725932,,1202.0,1.15,,Transit
hd142ad,108.5,0.474,26.1853,1.21,0.26,Radial Velocity
toi4127b,56.39879,0.3081,,,2.3,Transit
hd73344d,5823.0,6.7,35.24,1.378,2.55,Radial Velocity
hd74156b,51.6385,0.2916,64.56,1.24,1.778,Radial Velocity
bd20594b,41.6855,0.241,180.39,1.67,0.07,Transit
55cncaf,260.91,0.7733,12.5855,0.9,0.1479,Radial Velocity
kepler1321b,11.12830484,,769.146,0.54,,Transit
kepler85e,25.216751,0.163,782.09,0.95,,Transit
kepler818b,10.03538581,,967.0,0.94,,Transit
k2285b,3.471745,0.03817,155.65,0.83,0.03046,Transit
kepler185ac,20.72904234,0.1378,466.735,0.85,,Transit
k2318b,7.01,0.0911,148.49,0.56,,Transit
kepler114c,8.041,0.07,261.49,0.71,0.009,Transit
kepler1572b,5.49548621,,600.0,0.97,,Transit
2massj05182828b,3650.0,1.8,34.0,,52.0,Imaging
hd27894c,36.07,0.198,42.37,0.8,0.162,Radial Velocity
gj1252b,0.5182349,0.00916,20.38,0.381,0.00415,Transit
sori32,,,352.0,,41.0,Imaging
hatp35ab,3.646706,0.0498,535.0,1.236,1.054,Transit
k2281b,8.687721,0.0773,466.11,0.82,,Transit
kepler113b,4.754,,264.35,0.75,0.037,Transit
toi2796b,4.8084983,0.04089,352.4,1.063,0.44,Transit
pi1cncc,,880.0,20.5,0.989,55.0,Imaging
kepler200c,10.222157,0.09,678.93,,,Transit
sipsj00580651,,,32.0,,29.23,Imaging
kic6372194b,281.5848,0.78,,0.8,,Transit
kepler1350b,4.4968604,,350.0,0.55,,Transit
toi4481b,0.9263237,0.01406,12.0641,0.413,0.006,Transit
2massj14155724,,,39.0,,48.0,Imaging
kepler276c,31.884,,1181.73,0.96,0.052,Transit
2massj17375953b,,50.0,,,36.0,Imaging
hatp70b,2.74432452,0.04739,329.0,1.89,6.78,Transit
ogle2017blg0640b,,1.14,6630.0,0.32,1.62,Microlensing
pds110b,,2.0,354.5,1.6,35.0,Other
lalande21185d,215.0,0.5142,2.55,0.46,0.01224,Other
kepler936b,10.56134221,,687.0,0.92,,Transit
tyc892728331b,,2900.0,30.9771,0.63,60.0,Imaging
gj1132c,8.929,0.0476,12.04,0.181,0.00831,Radial Velocity
hd141937b,653.22,1.52,33.46,1.1,27.5,Radial Velocity
hd99492b,17.0503,,18.0,0.83,0.0802,Radial Velocity
kepler1459b,62.8691611,,435.0,0.78,,Transit
wasp79b,3.66239094,0.05014,240.0,1.56,0.835,Transit
kepler445c,4.871229,,90.0,0.18,0.027,Transit
lsrj16100040b,606.63,0.6,29.88,0.096,57.4,Radial Velocity
kepler446d,5.148921,,120.0,0.22,0.01,Transit
toi603b,16.17989,0.1281,205.924,1.072,0.1495,Transit
wisej03042705,,,13.5,,25.0,Imaging
toi1338b,95.174,0.4607,399.0,,0.069,Transit
wisej20191148,,,13.0,,29.0,Imaging
k2158b,10.06049,0.0887,198.2,0.92,,Transit
kepler1347b,14.00947528,,321.0,0.82,,Transit
kepler784b,31.5922646,,604.0,1.0,,Transit
toi2818b,4.039709,0.0493,315.0,0.977,0.71,Transit
hip19976c,17128.4,11.522,40.2707,0.67,30.609,Radial Velocity
hd213472b,16700.0,13.0,,,3.48,Radial Velocity
lrl61953,,,321.0,,30.0,Imaging
kepler93b,4.72674,0.053,96.18,1.09,0.0143,Transit
hats9b,1.915291,0.0312,654.36,1.1,0.839,Transit
kepler351b,37.054919,0.214,1117.85,0.89,,Transit
hd115517b,439.49,1.3347,74.0873,1.0,64.475,Astrometry
kepler197ae,25.2100146,0.1598,330.575,1.093,,Transit
gj595b,62.6277,0.22,18.8261,0.252,60.2,Radial Velocity
kepler1706b,2.073549,,721.105,1.22,2.0,Other
corot27b,3.57532,0.0476,,1.05,10.39,Transit
hd96063b,361.1,0.99,158.0,1.02,0.9,Radial Velocity
2massj110119267732383b,,240.0,168.0,,30.0,Imaging
kepler397b,22.250949,0.144,969.0,,,Transit
kepler1038c,7.127659798,0.0692,584.136,0.89,,Transit
kepler1047b,56.1886887,,566.0,1.08,,Transit
k2224c,10.09489,0.0886,277.7,0.91,,Transit
toi1231b,24.245586,0.1288,27.4932,0.485,0.0485,Transit
hd191806b,1606.3,2.8,,1.14,8.52,Radial Velocity
sdssj01293842b,0.02608,0.001425,509.373,0.551,17.0,Timing
hd102956ab,6.4947,0.0807,126.0,1.68,0.96,Radial Velocity
kepler1044b,6.77408868,,1507.0,1.08,,Transit
itg25b,,,139.6,,18.0,Imaging
kepler603b,21.05358596,,967.0,1.01,,Transit
kepler826b,4.48758907,,649.0,1.05,,Transit
kepler202c,16.282493,0.113,287.48,,,Transit
gliese49b,13.8508,0.0905,9.856,0.515,0.01771,Radial Velocity
kepler1672b,150.878,0.5431,395.58,0.936,,Transit
k2218ab,8.679885,,394.083,1.02,,Transit
ic139651,,,905.0,,60.0,Imaging
kepler1659b,13.6088,0.112293,1168.99,1.02,0.02832,Transit
sdssj10210304,,,29.7,,29.0,Imaging
kepler56c,21.40239,0.1652,936.96,1.32,0.57,Transit
denisj09090658,,,24.94,,4.6,Imaging
ogle2016blg1850b,,1.46,,,0.02936,Microlensing
78pscb,,18.6,42.9,1.397,31.0,Imaging
hd222155b,3999.0,5.1,49.1,1.13,1.9,Radial Velocity
kepler144b,5.885273,0.066,389.22,1.03,,Transit
toi4791b,4.28088,0.0555,322.1,1.242,2.31,Transit
kepler1888ab,11.39169979,0.0956,402.947,0.95,,Transit
ogle2017blg0380,,,2140.0,,10.5,Microlensing
sdssj14393042,,,,,48.0,Imaging
k277b,8.199796,,142.31,0.8,1.9,Transit
wasp165b,3.465509,0.04823,,1.248,0.658,Transit
kepler1927ab,73.75039673,0.3859,1091.0,1.11,,Transit
kepler867b,150.242127,,824.0,0.92,,Transit
kepler203c,5.370647,0.061,717.73,0.98,,Transit
kepler373c,16.725948,0.126,1125.74,0.87,,Transit
kepler33c,13.17562,0.1189,1252.84,1.29,,Transit
wasp78b,2.17517656,0.0415,550.0,2.02,0.89,Transit
cwisej05417450b,,6576.0,57.0,,16.0,Imaging
kmt2018blg1976lb,,2.04,5840.0,0.65,1.96,Microlensing
kepler900b,6.9913086,,505.0,0.78,,Transit
kepler90d,59.73667,0.32,780.0,1.2,,Transit
hd208487b,129.8,0.51,45.0,1.3,0.413,Radial Velocity
ic139642,,,905.0,,60.0,Imaging
k2215b,8.269648,,408.67,1.0,,Transit
wisej04134750,,,22.0,,32.04,Imaging
kepler1839b,5.056759834,0.0583,1136.6,1.0,,Transit
kepler232b,4.431222,0.054,1402.96,,,Transit
kepler367c,53.578637,0.253,189.05,0.75,,Transit
kmt2019blg0253b,,3.1,4900.0,0.7,0.0289,Microlensing
wasp41b,3.052404,0.04,180.0,0.95,0.94,Transit
toi172ab,9.47721,0.0913,336.47,1.124,5.41,Transit
kmt2016blg2321b,,3.58,3580.0,0.73,3.58,Microlensing
kepler350d,26.136,,983.79,1.03,0.047,Transit
hd121504ab,63.33,0.33,44.37,1.18,1.22,Radial Velocity
kepler1583b,9.32807355,,357.0,0.94,,Transit
wasp66b,4.086052,0.0546,380.0,1.3,2.32,Transit
cwisepj144606622317178,,,10.1,,11.0,Imaging
k2202b,3.405164,,302.99,0.97,,Transit
kepler324e,13.97939968,0.1074,508.94,0.86,,Transit
gj674b,4.6944,0.039,4.54,0.35,0.04,Radial Velocity
hats4b,2.516729,0.0362,420.0,1.001,1.323,Transit
kepler1669d,4.729469776,0.0468,543.444,0.67,,Transit
kepler1830b,56.49330139,0.3259,1056.88,1.22,,Transit
kepler1951b,20.65780067,0.1435,1277.32,0.94,,Transit
k2274b,14.129714,0.1064,232.82,0.81,,Transit
ogle2013blg0911lb,,10.8,3220.0,0.29,10.08,Microlensing
gj570d,,1500.0,5.91,0.802,42.5,Imaging
hd85472b,6290.4,7.661,75.8274,1.36,31.942,Radial Velocity
kepler389b,3.244107,0.041,835.65,0.78,,Transit
k2368c,20.2009,0.131675,206.608,0.746,,Transit
ucac4302050985b,276.51,0.647,64.6598,0.632,65.153,Astrometry
kepler1321d,5.720920086,0.0501,769.146,0.54,,Transit
kepler84ae,27.4345973,0.1774,1053.44,0.987,,Transit
kepler29b,10.33974,0.09,851.9,0.76,0.01573,Transit
kepler985b,116.331901,,741.0,0.91,,Transit
kic5010054b,904.24,1.86,1148.765,1.08,,Transit
kepler835b,11.41909375,,2011.0,1.08,,Transit
kepler1037b,1.06378867,,451.0,0.82,,Transit
hd216520b,35.45,0.198,19.56,0.82,0.03228,Radial Velocity
kepler526b,5.45849832,,504.0,1.15,,Transit
kepler1244b,3.70428172,,764.0,1.46,,Transit
hd168746b,6.403,0.065,43.12,0.88,0.23,Radial Velocity
ogle2019blg1470lb,,3.1,6100.0,0.72,2.2,Microlensing
k249b,2.77065,0.0309,463.06,0.51,,Transit
dmpp4b,3.39791,0.04853,25.43,1.25,0.0365,Radial Velocity
kepler1577b,6.30560247,,543.0,0.78,,Transit
2massj08350819,,,7.23,,62.47,Imaging
nsvs2502726b,2510.0,3.69,229.038,0.689,38.0,Timing
hd156846b,359.5546,1.096,49.0,1.43,10.45,Radial Velocity
wasp112b,3.0353992,0.0382,450.0,0.807,0.88,Transit
kepler106d,23.9802,,449.98,1.0,0.02549,Transit
k2152b,32.6479,0.1716,108.7,0.63,,Transit
kepler1036b,122.8808058,,507.0,0.95,,Transit
kepler1182b,11.17394617,,1258.0,1.04,,Transit
kepler866b,2.61703254,,690.0,0.75,,Transit
kepler1050b,15.3787546,,555.0,1.09,,Transit
kepler224b,3.132924,0.038,799.75,0.74,,Transit
sdssj080531481233b,740.43,0.82,21.3756,,66.28,Astrometry
hd215497b,3.93404,0.047,44.0,0.87,0.02,Radial Velocity
k2324b,3.262,0.0331,137.18,0.52,,Transit
kepler610b,6.99692655,,1113.0,1.1,,Transit
kepler965b,134.2527298,,618.0,1.05,,Transit
koi4896c,49.537365,0.2637,,0.996,,Transit
uscoj15542135,,,145.0,,21.0,Imaging
kepler1600b,386.370548,,1030.81,0.86,,Transit
kepler1155b,33.469743,,987.0,1.03,,Transit
kepler16b,228.776,0.7048,,0.8499,0.333,Transit
kepler1143b,2.88890485,,632.0,0.81,,Transit
lehpm5083b,,3900.0,52.978,0.33,50.0,Imaging
4u1850086b,0.014292,0.0013,8200.0,1.4,36.0,Timing
kepler301b,2.508553,0.036,734.31,0.91,,Transit
flmnj05413280151271,,,415.0,,20.0,Imaging
kepler349b,5.929778,0.065,966.63,0.97,,Transit
toi2141b,18.26157,0.133,77.7,0.94,0.076,Transit
hatp53b,1.9616241,0.03159,719.0,1.093,1.487,Transit
kepler1843b,25.54339981,0.171,784.625,1.02,,Transit
k2314c,15.624,0.13,324.7,1.05,0.04616,Transit
kic9159301b,1072.0,2.65,1305.53,1.82,50.0,Timing
kepler1129c,76.5369586,,1258.0,1.0,,Transit
kepler177b,35.8601,,1497.42,0.92,0.01837,Transit
kepler286d,5.914323,0.061,1266.68,,,Transit
kepler1295b,3.81371974,,1257.0,0.92,,Transit
kepler1710b,14.91094205,0.1157,305.193,0.983,0.010997,Transit
kepler56d,1002.0,2.16,936.96,1.32,5.61,Radial Velocity
k236bb,1.422614,0.0223,109.749,0.769,0.01227,Transit
moa2016blg532b,,1.09,,,0.41,Microlensing
k2149b,11.332,0.083,118.0,0.59,,Transit
kepler1910b,5.688769817,0.0536,389.48,0.636,,Transit
sori28,,,352.0,,46.0,Imaging
hip5158b,345.63,0.89,45.0,0.78,1.44,Radial Velocity
kepler1260b,19.1187753,,1041.0,1.06,,Transit
hats8b,3.583893,0.04667,829.0,1.056,0.138,Transit
gj163c,25.637,0.124,15.0,0.4,0.0239,Radial Velocity
toi969c,1730.0,2.54,77.83,0.734,11.3,Radial Velocity
2massj14253650,,,9.0,,20.76,Imaging
kepler346c,23.851549,0.168,1012.42,0.97,,Transit
xo2nb,2.615838,0.0369,149.0,0.96,0.62,Transit
kepler134b,5.317429,0.06,338.05,,,Transit
kepler1097b,187.747029,,738.0,0.82,,Transit
toi157b,2.0845435,0.0318,362.1,0.948,1.18,Transit
kic7339345b,892.0,1.8,614.4797,,60.0,Timing
kic9028474b,3378.0,5.6,619.851,1.02,40.0,Timing
tyc366712801b,26.468,0.21,481.0,1.87,5.4,Radial Velocity
kepler223e,19.72567,0.14,1960.49,1.12,0.0151,Transit
kepler1818b,4.644909859,0.055,1034.59,1.07,,Transit
kepler1679b,9.75376,0.0892,932.63,0.996,,Transit
kepler383b,12.904532,0.095,470.0,0.67,,Transit
tyc38737611b,526.19,1.255,101.813,0.925,63.302,Astrometry
kepler183b,5.687945,0.064,1082.6,,,Transit
kepler500b,8.5083244,,747.0,1.02,,Transit
as205ab,24.84,0.162,140.0,0.9,19.25,Radial Velocity
2massj16475632,,,20.2,,18.0,Imaging
kepler1271b,3.0255955,,885.0,1.13,,Transit
hd145377b,103.95,0.45,57.7,1.12,5.76,Radial Velocity
kepler156b,4.973456,0.054,449.22,,,Transit
kepler1584b,13.3997099,,1325.0,1.1,,Transit
kepler661b,6.02930132,,558.0,0.7,,Transit
eta2hyib,711.0,1.89,66.5,1.91,6.29,Radial Velocity
toi1683b,3.05752578,0.036,,,0.025,Transit
kepler1657b,141.241671,0.534,946.59,1.01,1.93,Transit
hd96700ab,8.1245,0.0777,25.6,1.06,0.028,Radial Velocity
toi836b,3.81673,0.0422,27.504,0.678,0.01425,Transit
ogle2018blg0383b,,1.8,7700.0,0.1,0.0201,Microlensing
kepler1445ab,10.60052083,0.0948,506.357,1.18,,Transit
hatp42b,4.641876,0.0575,447.0,1.179,0.975,Transit
k2185b,10.616646,,268.357,0.96,,Transit
hats77b,3.0876262,0.03607,414.0,0.655,1.374,Transit
toi6227b,3.09225,,314.0,0.65,,Transit
toi1098ab,10.18271,0.113,105.1,1.21,,Transit
kepler141c,7.010606,0.067,303.83,1.0,,Transit
kepler154d,20.54981883,,939.89,0.89,,Transit
kepler451b,406.0,0.9,,0.6,1.86,Timing
kepler20ab,3.6961049,0.045862,282.563,0.929,0.029963,Transit
hd80869ab,1711.7,2.878,85.6,1.08,4.86,Radial Velocity
toi1836ac,1.7727471,0.03089,191.649,1.261,0.025,Transit
toi266b,10.75101,,101.694,1.04,0.028,Transit
kepler1256b,12.4127754,,862.0,1.17,,Transit
hd1160b,,80.0,103.5,,20.0,Imaging
41comab,610.2,1.6,102.0,1.49,6.3,Radial Velocity
kepler549bc,117.033521,0.4453,635.145,0.9,,Transit
wisej23540811,,,49.0,,11.0,Imaging
wasp60b,4.3,,400.0,1.078,0.5,Transit
hd149790b,6.673,,144.61,1.4,42.0,Radial Velocity
kepler178b,9.576694,0.085,731.04,,,Transit
kepler1333b,109.6471842,,958.0,0.94,,Transit
kepler1166b,33.2406882,,648.0,0.9,,Transit
hd21411b,84.288,0.362,29.15,0.89,0.2073,Radial Velocity
k2254b,4.09639,0.0448,229.4,0.71,,Transit
toi1269b,4.2529913,0.05,172.14,,0.0201,Transit
kepler38b,105.595,0.4644,,0.949,0.38,Transit
sorij053909100200268,,,400.0,,40.0,Imaging
hd216536b,148.6,0.609,,1.36,1.47,Radial Velocity
kepler1254d,5.72717226,,676.0,0.78,,Transit
2massj15543154b,11170000.0,883.0,142.476115,0.7,33.8,Imaging
k231ab,1.25785,0.022,110.527,0.922,1.774,Transit
kepler1973ab,4.2881785,0.0504,252.667,0.928,0.0544,Transit
kepler773b,3.74910006,,528.0,1.04,,Transit
kepler165b,8.180848,0.072,560.885,0.87,,Transit
corot33b,5.819143,0.0579,,0.86,59.2,Transit
k298b,10.136448,0.0974,526.31,1.2,0.101,Transit
kepler2001b,1.090039968,0.0197,776.55,0.79,,Transit
psrj17013006fb,0.2,0.007526,6900.0,1.4,20.0,Timing
kepler133b,8.129976,0.083,665.37,,,Transit
toi5205b,1.630757,0.0199,86.865,0.392,1.08,Transit
k2381d,26.8054,0.159237,145.701,0.754,,Transit
toi672b,3.633575,,66.907,0.54,0.0759785,Transit
kepler54c,12.0717249,,273.8,0.51,0.37,Transit
hd33564b,388.0,1.1,20.98,1.25,9.1,Radial Velocity
tic434398831b,3.685504,0.04641,214.1,0.992,,Transit
kepler1746b,321.2120056,0.9453,979.541,1.22,,Transit
kepler346b,6.511127,0.071,1012.42,0.97,,Transit
swiftj17562508b,0.0379907,0.0012346,8000.0,1.8,7.8,Other
kepler59c,17.9801235,0.148,1203.57,1.04,1.37,Transit
kepler379b,20.09838,0.152,747.0,1.08,,Transit
kepler1420b,6.69960006,,923.0,0.82,,Transit
gj876e,124.4,0.345,4.7,0.334,0.04855,Radial Velocity
kepler1403b,5.19492202,,1801.0,1.11,,Transit
kepler1836b,5.254169941,0.0602,1472.62,1.03,,Transit
kepler1476b,10.35863224,,1218.0,0.98,,Transit
kepler512b,34.43587975,,531.0,1.17,,Transit
hd116029ab,670.2,1.73,123.2,1.58,2.1,Radial Velocity
kepler224e,18.643577,0.124,799.75,0.74,,Transit
kepler347b,12.79836,0.11,1349.45,1.04,,Transit
kepler568b,11.02347475,,126.0,0.55,,Transit
toi3629b,3.9365578,0.043,129.7,0.63,0.26,Transit
2massj04412301b,,1800.0,145.0,0.2,19.0,Imaging
k2412b,5.9382,0.0586,654.085,0.893,,Transit
ogle2016blg0890b,,3.5,7400.0,0.4,38.0,Microlensing
gj357b,3.93086,0.033,9.444,0.342,0.006566,Transit
sdssj09096525b,,29.0,,,36.0,Imaging
kepler184c,20.303005,0.141,621.24,,,Transit
gj15ab,11.4407,0.072,3.587,0.375,0.00953,Radial Velocity
toi2136b,7.85191,0.054,33.36,0.34,0.0148,Transit
kepler1932ab,0.524177015,0.014228,713.733,0.86,,Transit
k2138e,8.26144,0.07807,183.0,0.93,0.0409,Transit
kepler684b,6.77030201,,1066.0,0.89,,Transit
psoj237123,,,145.0,,36.0,Imaging
kepler413b,66.262,0.3553,,1.3623,0.211,Transit
toi3807b,2.8989727,0.0421,429.0,1.181,1.04,Transit
lsrcra1,,,170.0,,53.0,Imaging
k281b,6.102325,0.059,254.14,0.75,,Transit
psrj16530158b,,,870.0,,14.0,Other
hip70849b,3659.0,3.99,24.0,0.63,4.58,Radial Velocity
moa2020blg208b,,2.88,7490.0,0.656,0.2168,Microlensing
2massj14261557b,4854.5,2.92,18.8,0.074,66.0,Imaging
kepler399c,26.67569,0.155,1362.18,,,Transit
2massj05180153,,,400.0,,60.0,Imaging
kepler1640b,7.5844126,,1379.0,1.27,,Transit
ogle2019blg0304b,,1.23,6980.0,0.27,0.51,Microlensing
gpx1b,1.744579,0.0338,,1.68,19.7,Transit
kepler416c,12.209,,704.76,1.0,,Transit Timing Variations
hd176986b,6.4898,0.06296,26.4,0.789,0.0181,Radial Velocity
k2344b,3.35585,,75.1691,0.51,,Transit
kepler335c,67.844469,0.356,1327.48,0.99,,Transit
toi1431b,2.65022,0.047,149.6,1.9,3.14,Transit
hd13808c,53.804,0.2558,28.6,,0.0315,Radial Velocity
kepler1880b,6.309219837,0.054,611.041,0.7,,Transit
2massj01031935,,,21.3,,15.07,Imaging
toi203b,52.0,,24.79,,,Transit
sdssj10524422b,3144.0,1.84,26.1,,39.0,Imaging
toi2583b,4.5207265,0.0571,561.2,1.215,0.25,Transit
70virab,116.67,0.48,22.0,0.92,6.6,Radial Velocity
2massj03183421,,,16.5,,48.98,Imaging
ross128b,9.8658,0.0496,3.3806,0.168,0.0044,Radial Velocity
k2350b,4.163873,0.0503,489.368,0.98,,Transit
toi2587ab,5.45664,0.0635,381.0,1.15,0.218,Transit
ztfj163749b,0.043,,207.0,0.9,23.0,Transit
toi169b,2.2554477,0.03524,412.5,1.147,0.791,Transit
kepler1724b,6.45442009,0.0683,1060.77,1.02,,Transit
psoj228629,,,140.0,,15.1,Imaging
hd176051bb,1016.0,1.76,14.99,0.9,1.5,Astrometry
kepler764b,7.33683936,,1013.0,0.92,,Transit
kepler1411b,86.1150888,,1431.0,0.95,,Transit
kepler1954b,5.883430004,0.0625,1373.83,1.07,,Transit
kepler511b,296.637865,,448.0,1.0,,Transit
toi942b,4.32419,0.04796,153.2732,0.88,2.599,Transit
cwisej04431257,,,49.0,,39.0,Imaging
hd208487c,908.0,1.8,45.0,1.3,0.46,Other
wiseaj23180521b,25347000.0,1100.0,69.7772,0.216,60.0,Imaging
2massj04402358,,,120.49,,58.0,Imaging
2massj15531532,,,12.0,,42.0,Imaging
k24b,10.003417,0.078,231.828,0.64,,Transit
cfhtwiroph90,,,139.4,,10.0,Imaging
kepler1425b,14.4541302,,499.0,0.97,,Transit
ogle2018blg0740lb,3100.0,4.2,3200.0,1.0,4.5,Microlensing
kepler39b,21.08721,0.164,1090.44,1.29,20.1,Transit
hip79797bb,,350.0,52.2,1.76,55.0,Imaging
gj271b,15.819,0.101,,0.53,0.0409023691911,Radial Velocity
hd110833b,273.44,0.7904,14.994,0.812,19.97,Radial Velocity
toi2260b,0.3524728,0.0097,101.3,0.99,0.011,Transit
kepler271ad,5.24970432,0.0554,404.542,1.0,,Transit
corot19b,3.8971372,0.0518,800.0,1.21,1.11,Transit
hip65426b,,87.0,109.2,1.96,7.1,Imaging
kepler1973ac,21.512,0.1467,252.667,0.928,0.6601,Transit Timing Variations
psrj20471053b,0.12,0.00537,2000.0,1.4,36.0,Timing
wasp181b,4.5195064,0.05427,443.0,1.04,0.299,Transit
hip12961b,57.435,0.13,23.0,0.67,0.35,Radial Velocity
2massj12252739b,12410.0,3.8,11.2,,24.0,Imaging
hd95338b,55.086,0.231,36.9,0.76,0.12406,Transit
hd13724b,44926.0,26.3,43.47,1.14,50.5,Radial Velocity
bd21397c,6240.0,5.9,23.74,0.679,4.8,Radial Velocity
k2406ab,22.549406,0.15678,85.3751,1.01,0.06305,Transit
kepler681b,26.39435646,,666.0,0.8,,Transit
denispj02051159,,,19.76,,60.0,Imaging
kepler279c,35.736,0.232,1069.2,1.23,0.155,Transit
2massj00503322,,,8.0,,40.34,Imaging
kepler414c,7.171,,418.44,0.89,0.094,Transit Timing Variations
hd8574b,227.55,0.77,44.2,1.17,2.11,Radial Velocity
kepler86b,282.5254,0.824,,0.94,0.34235,Transit
kepler148c,4.180043,0.05,809.42,,,Transit
toi561e,77.03,0.33,86.01,0.805,0.0428,Transit
toi4463b,2.8807198,0.04035,177.64,1.056,0.794,Transit
pt20134,,,146.0,,7.5,Imaging
lspmj22142534b,,1200.0,50.89423,0.385,30.0,Imaging
2massj04471216,,,27.7,,51.0,Imaging
k261b,2.57302,0.0392,410.35,1.21,,Transit
lp27010b,,1750.0,34.3513,0.3146,50.0,Imaging
kepler149ac,55.3291399,0.2779,571.034,0.93,,Transit
kepler235b,3.340222,0.037,433.24,0.59,,Transit
tyc30562641b,564.96,1.25,81.1627,0.77,64.727,Astrometry
kepler141b,3.107675,0.039,303.83,1.0,,Transit
hip38939b,,1630.0,18.4839,,38.0,Imaging
psrj13113430b,0.065115,,3010.0,,12.0,Radial Velocity
hd63765b,358.0,0.949,32.6,0.865,0.64,Radial Velocity
toi5473b,7.555907,0.0956,1061.0,1.88,,Transit
kepler444ad,6.189392,0.06,36.48,0.76,,Transit
kepler1575b,2.55314213,,1170.0,0.95,,Transit
kepler504ab,9.549277089,0.0646,99.0688,0.412,,Transit
hd168009b,15.1479,0.1192,23.3032,1.04,0.0299,Radial Velocity
kepler1032b,3.29011795,,607.0,0.77,,Transit
kepler770d,4.15244722,,761.0,0.94,,Transit
koi6918b,0.902403563,0.0172,,0.826,,Transit
kmt2017blg2820,,,,,,Microlensing
igrj174943030b,0.13011198,0.00565,8000.0,1.4,20.0,Timing
l36338b,8.781,0.048,10.232,0.21,4.67,Radial Velocity
toi1247b,15.92346,,73.8713,1.02,0.0179,Transit
hd81040b,1001.7,1.94,32.56,0.96,8.04,Radial Velocity
hd134113b,201.68,0.638,72.185622,1.177,47.0,Radial Velocity
kmt2016blg1105b,,2.44,5080.0,0.41,0.0073,Microlensing
kepler420ab,86.647661,0.382,900.0,0.99,1.45,Transit
kepler1983b,7.328519821,0.0689,424.428,0.835,,Transit
hd28254ab,1116.0,2.15,56.2,1.06,1.16,Radial Velocity
kepler225c,18.794234,0.111,569.99,,,Transit
kepler850b,7.19303878,,1535.0,1.06,,Transit
hs22012610b,1170.0,1.7,1400.0,0.5,3.2,Timing
srgej0411b,0.02709154,,324.0,0.84,40.0,Timing
kepler296ac,5.8416366,0.0521,172.3,0.38,,Transit
kelt12b,5.0316144,0.0617,360.0,1.239,0.95,Transit
k2133d,11.02454,0.07487,75.2,0.46,0.026,Transit
dancej161407562211524,,,145.0,,11.0,Imaging
k2323b,24.93,0.1275,118.72,0.48,,Transit
kepler293b,19.254196,0.144,1002.51,1.01,,Transit
hd209262b,5430.0,6.16,49.4051,1.03,32.3,Radial Velocity
kepler1143c,210.630591,,632.0,0.81,,Transit
pt20131,,,146.0,,6.0,Imaging
wisej08302837,,,11.1,,8.5,Imaging
hd86264ab,1475.0,2.86,72.6,1.42,7.0,Radial Velocity
bfari,,,21.4,,47.11,Imaging
kepler751b,17.44490636,,748.0,0.87,,Transit
kepler1718b,135.1880035,0.4878,375.522,1.053,,Transit
kepler1377b,0.74092842,,1019.0,0.86,,Transit
cwisej04222139,,,54.0,,52.0,Imaging
toi1823b,38.8,0.212,71.6456,0.77,0.2121,Radial Velocity
gj9827d,6.20183,0.0555,30.3,0.659,0.01076,Transit
toi3071b,1.266918,0.0249,485.22,1.29,0.2146,Transit
wasp157b,3.951623,0.0499,337.71,1.06,0.576,Transit
kepler1092b,58.6017925,,914.0,0.99,,Transit
omecengb,0.109,0.005,4840.0,1.4,19.0,Timing
kelt10b,4.166285,0.0525,183.0,1.112,0.679,Transit
hd13808b,14.1774,0.1051,28.6,,0.03599,Radial Velocity
hd76920b,415.89,1.187,184.8,1.17,3.13,Radial Velocity
nnserd,2830.0,3.39,500.0,0.646,2.28,Timing
ulasj22330022b,,90.0,,,36.0,Imaging
